id,kind,brand,name,aliases,genre,genreJa,format,focus,lensType,mount,year,weightG,weightMinG,weightMaxG,weightCondition,dataType,confidence,sourceId,packingProfile,packingDefaultG,packingMinG,packingMaxG
hasselbladhasselblad205fcc,camera,Hasselblad,Hasselblad 205FCC,ハッセルブラッド,Medium-format SLR,中判一眼レフ,120,MF,interchangeable,,1995,,1210,1800,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,reinforced-xl,650,520,800
hasselbladhasselblad250mmf56sonnarct,lens,Hasselblad,Hasselblad 250mm f/5.6 Sonnar C T*,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad30mmf35fdistagonct,lens,Hasselblad,Hasselblad 30mm f/3.5 F-Distagon C T*,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad40mmf4distagonc,lens,Hasselblad,Hasselblad 40mm f/4 Distagon C,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad40mmf4distagonct,lens,Hasselblad,Hasselblad 40mm f/4 Distagon C T*,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad40mmf4distagoncftfle,lens,Hasselblad,Hasselblad 40mm f/4 Distagon CF T* FLE,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad500cm,camera,Hasselblad,Hasselblad 500C/M,500CM | ハッセルブラッド | Hasselblad 500C,Medium-format SLR,中判一眼レフ,120,MF,interchangeable,Hasselblad V,1970,1370,1370,1370,"standard kit with finder, back and 80mm lens",reference,B,compiled-specs,camera-large,460,380,560
hasselbladhasselblad500elm,camera,Hasselblad,Hasselblad 500EL/M,ハッセルブラッド,Medium-format SLR,中判一眼レフ,120,MF,interchangeable,,1972,,1210,1800,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,reinforced-xl,650,520,800
hasselbladhasselblad500elx,camera,Hasselblad,Hasselblad 500ELX,ハッセルブラッド,Medium-format SLR,中判一眼レフ,120,MF,interchangeable,,1984,,1210,1800,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,reinforced-xl,650,520,800
hasselbladhasselblad501cm,camera,Hasselblad,Hasselblad 501C/M,501CM | ハッセルブラッド | Hasselblad 501C,Medium-format SLR,中判一眼レフ,120,MF,interchangeable,Hasselblad V,1997,1370,1370,1370,"standard kit with finder, back and 80mm lens",reference,B,compiled-specs,camera-large,460,380,560
hasselbladhasselblad503cw,camera,Hasselblad,Hasselblad 503CW,503 CW | ハッセルブラッド,Medium-format SLR,中判一眼レフ,120,MF,interchangeable,Hasselblad V,1996,1510,1510,1510,"standard kit with finder, back and 80mm lens",reference,B,compiled-specs,reinforced-xl,650,520,800
hasselbladhasselblad503cx,camera,Hasselblad,Hasselblad 503CX,ハッセルブラッド,Medium-format SLR,中判一眼レフ,120,MF,interchangeable,,1988,,1210,1800,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,reinforced-xl,650,520,800
hasselbladhasselblad503cxi,camera,Hasselblad,Hasselblad 503CXi,ハッセルブラッド,Medium-format SLR,中判一眼レフ,120,MF,interchangeable,,1994,,1210,1800,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,reinforced-xl,650,520,800
hasselbladhasselblad50mmf28distagonfetfle,lens,Hasselblad,Hasselblad 50mm f/2.8 Distagon FE T* FLE,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad50mmf28ft,lens,Hasselblad,Hasselblad 50mm f/2.8 F T*,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad50mmf4distagonc,lens,Hasselblad,Hasselblad 50mm f/4 Distagon C,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad50mmf4distagonct,lens,Hasselblad,Hasselblad 50mm f/4 Distagon C T*,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad50mmf4distagoncft,lens,Hasselblad,Hasselblad 50mm f/4 Distagon CF T*,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad50mmf4distagoncftfle,lens,Hasselblad,Hasselblad 50mm f/4 Distagon CF T* FLE,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad50mmf4distagoncfitfle,lens,Hasselblad,Hasselblad 50mm f/4 Distagon CFi T* FLE,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad553elx,camera,Hasselblad,Hasselblad 553ELX,ハッセルブラッド,Medium-format SLR,中判一眼レフ,120,MF,interchangeable,,1988,,1210,1800,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,reinforced-xl,650,520,800
hasselbladhasselblad555eld,camera,Hasselblad,Hasselblad 555ELD,ハッセルブラッド,Medium-format SLR,中判一眼レフ,120,MF,interchangeable,,1998,,1210,1800,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,reinforced-xl,650,520,800
hasselbladhasselblad60mmf35distagonct,lens,Hasselblad,Hasselblad 60mm f/3.5 Distagon C T*,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad60mmf35distagoncft,lens,Hasselblad,Hasselblad 60mm f/3.5 Distagon CF T*,ハッセルブラッド,Medium-format lens,中判レンズ,120,MF,lens,,,,460,610,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-medium,315,255,385
hasselbladhasselblad903swc,camera,Hasselblad,Hasselblad 903SWC,ハッセルブラッド,Vintage film camera,その他・クラシックカメラ,120,MF,interchangeable,,1988,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
hasselbladhasselblad905swc,camera,Hasselblad,Hasselblad 905SWC,ハッセルブラッド,Vintage film camera,その他・クラシックカメラ,120,MF,interchangeable,,,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
hasselbladhasselbladrosshk7,camera,Hasselblad,Hasselblad Ross HK-7,ハッセルブラッド,Vintage film camera,その他・クラシックカメラ,120,MF,interchangeable,,1941,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
hasselbladhasselbladswcm,camera,Hasselblad,Hasselblad SWC/M,ハッセルブラッド,Vintage film camera,その他・クラシックカメラ,120,MF,interchangeable,,1979,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
hasselbladhasselbladxpan,camera,Hasselblad,Hasselblad XPan,Fujifilm TX-1 | XPan II | ハッセルブラッド,Panoramic film camera,パノラマカメラ,35mm panorama,MF,interchangeable,Hasselblad V,1998,720,720,720,body without lens,reference,B,compiled-specs,camera-large,460,380,560
holgaholga120pc,camera,Holga,Holga 120 PC,,Vintage film camera,その他・クラシックカメラ,120,MF,fixed,Fixed lens,,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
holgaholga120n,camera,Holga,Holga 120N,Holga,Toy camera,トイカメラ,120,fixed,fixed,Fixed lens,1982,200,200,200,camera without film,reference,B,compiled-specs,compact-heavy,320,260,390
holgaholga135,camera,Holga,Holga 135,,35mm compact MF,35mm MFコンパクト,35mm,MF,fixed,Fixed lens,,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
holgaholga135bc,camera,Holga,Holga 135 BC,,35mm compact MF,35mm MFコンパクト,35mm,MF,fixed,Fixed lens,,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
holgaholga135pc,camera,Holga,Holga 135 PC,,Vintage film camera,その他・クラシックカメラ,120,MF,fixed,Fixed lens,,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
ihageeexatype13,camera,Ihagee,Exa (type 1.3),,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Exakta Bayonet,1952,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaii,camera,Ihagee,Exa II,,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Exakta Bayonet,1960,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaiia,camera,Ihagee,Exa IIa,,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Exakta Bayonet,1963,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaktaatype21,camera,Ihagee,Exakta A (type 2.1),,35mm MF SLR,35mm一眼レフ（MF）,127,MF,interchangeable,,1934,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaktab,camera,Ihagee,Exakta B,,35mm MF SLR,35mm一眼レフ（MF）,127,MF,interchangeable,,1933,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaktac,camera,Ihagee,Exakta C,,35mm MF SLR,35mm一眼レフ（MF）,127,MF,interchangeable,,1935,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaktajrtype3,camera,Ihagee,Exakta Jr. (type 3),,35mm compact MF,35mm MFコンパクト,127,MF,fixed,Fixed lens,1935,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
ihageeexaktajrtype42,camera,Ihagee,Exakta Jr. (type 4.2),,35mm compact MF,35mm MFコンパクト,127,MF,fixed,Fixed lens,1937,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
ihageeexaktav,camera,Ihagee,Exakta V,Exakta Varex,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Exakta Bayonet,1950,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaktavx,camera,Ihagee,Exakta VX,Exakta Varex VX,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Exakta Bayonet,1951,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaktavx1000,camera,Ihagee,Exakta VX 1000,,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Exakta Bayonet,1967,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaktavx500,camera,Ihagee,Exakta VX 500,,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Exakta Bayonet,1969,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaktavxiia,camera,Ihagee,Exakta VX IIA,Exakta Varex IIA,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Exakta Bayonet,1957,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageeexaktavxiib,camera,Ihagee,Exakta VX IIB,Exakta Varex IIB,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Exakta Bayonet,1961,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageekineexakta,camera,Ihagee,Kine Exakta,,35mm MF SLR,35mm一眼レフ（MF）,35mm,MF,interchangeable,Exakta Bayonet,1938,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
ihageenightexakta,camera,Ihagee,Night Exakta,,35mm MF SLR,35mm一眼レフ（MF）,127,MF,interchangeable,,1934,,470,745,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-body,350,290,425
intrepidintrepid4x5,camera,Intrepid,Intrepid 4x5,Intrepid 4x5,Large-format camera,大判カメラ,4x5,MF,interchangeable,,2014,1200,1200,1200,camera body only,reference,B,compiled-specs,reinforced-xl,650,520,800
kodakkodak35,camera,Kodak,Kodak 35,コダック,35mm compact MF,35mm MFコンパクト,35mm,MF,fixed,Fixed lens,1940,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodak66modelii,camera,Kodak,Kodak 66 Model II,コダック,Vintage film camera,その他・クラシックカメラ,120,MF,fixed,Fixed lens,1958,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakbabybrowniespecial,camera,Kodak,Kodak Baby Brownie Special,コダック,35mm compact MF,35mm MFコンパクト,127,MF,fixed,Fixed lens,1939,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakbantam,camera,Kodak,Kodak Bantam,コダック,35mm compact MF,35mm MFコンパクト,828 PICTURE SIZE: 28X40MM,MF,fixed,Fixed lens,1938,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakbantamspecialcompurrapid,camera,Kodak,Kodak Bantam Special (Compur-Rapid),コダック,35mm compact MF,35mm MFコンパクト,828 PICTURE SIZE: 28X40MM,MF,fixed,Fixed lens,1936,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakbrowniebullseye,camera,Kodak,Kodak Brownie Bull's-Eye,コダック,35mm compact MF,35mm MFコンパクト,"620 PICTURE SIZE: 2 1/4"" X 3 1/4""",MF,fixed,Fixed lens,1954,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakbrowniecresta,camera,Kodak,Kodak Brownie Cresta,コダック,Vintage film camera,その他・クラシックカメラ,120,MF,fixed,Fixed lens,1955,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakbrowniehawkeye,camera,Kodak,Kodak Brownie Hawkeye,Brownie Hawkeye Flash | コダック | Kodak Brownie Hawkeye Flash,Box camera,ボックスカメラ,620,fixed,fixed,Fixed lens,1949,560,560,560,camera only,reference,B,compiled-specs,compact-heavy,320,260,390
kodakkodakbrowniereflexsynchro,camera,Kodak,Kodak Brownie Reflex Synchro,コダック,35mm compact MF,35mm MFコンパクト,127,MF,fixed,Fixed lens,1941,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakbrowniestarflash,camera,Kodak,Kodak Brownie Starflash,コダック,35mm compact MF,35mm MFコンパクト,127,MF,fixed,Fixed lens,1957,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakbrownietargetsix16,camera,Kodak,Kodak Brownie Target Six-16,コダック,35mm compact MF,35mm MFコンパクト,"620 PICTURE SIZE: 2 1/2"" X 4 1/4""",MF,fixed,Fixed lens,1946,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakduaflexii,camera,Kodak,Kodak Duaflex II,コダック,35mm compact MF,35mm MFコンパクト,"620 PICTURE SIZE: 2 1/4"" X 2 1/4""",MF,fixed,Fixed lens,1950,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakduaflexiv,camera,Kodak,Kodak Duaflex IV,コダック,35mm compact MF,35mm MFコンパクト,"620 PICTURE SIZE: 2 1/4"" X 2 1/4""",MF,fixed,Fixed lens,1955,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakflashbantam,camera,Kodak,Kodak Flash Bantam,コダック,35mm compact MF,35mm MFコンパクト,828 PICTURE SIZE: 28X40MM,MF,fixed,Fixed lens,1947,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakinstamatic104,camera,Kodak,Kodak Instamatic 104,コダック,35mm compact MF,35mm MFコンパクト,126,MF,fixed,Fixed lens,1965,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakinstamatic30,camera,Kodak,Kodak Instamatic 30,コダック,Vintage film camera,その他・クラシックカメラ,110,MF,fixed,Fixed lens,,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakinstamatic355x,camera,Kodak,Kodak Instamatic 355-X,コダック,35mm compact MF,35mm MFコンパクト,126,MF,fixed,Fixed lens,1971,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakinstamatic704,camera,Kodak,Kodak Instamatic 704,コダック,35mm compact MF,35mm MFコンパクト,126,MF,fixed,Fixed lens,1965,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakinstamatic714,camera,Kodak,Kodak Instamatic 714,コダック,35mm compact MF,35mm MFコンパクト,126,MF,fixed,Fixed lens,1968,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakinstamatics20,camera,Kodak,Kodak Instamatic S-20,コダック,35mm compact MF,35mm MFコンパクト,126,MF,fixed,Fixed lens,1967,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakinstamaticx15f,camera,Kodak,Kodak Instamatic X-15F,コダック,35mm compact MF,35mm MFコンパクト,126,MF,fixed,Fixed lens,1976,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakinstamaticx35,camera,Kodak,Kodak Instamatic X-35,コダック,35mm compact MF,35mm MFコンパクト,126,MF,fixed,Fixed lens,1970,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakinstamaticx35f,camera,Kodak,Kodak Instamatic X-35F,コダック,35mm compact MF,35mm MFコンパクト,126,MF,fixed,Fixed lens,1976,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakmotormatic35f,camera,Kodak,Kodak Motormatic 35F,コダック,35mm compact MF,35mm MFコンパクト,35mm,MF,fixed,Fixed lens,1962,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakno1autographickodakjunior,camera,Kodak,Kodak No. 1 Autographic Kodak Junior,コダック,Vintage film camera,その他・クラシックカメラ,120,MF,fixed,Fixed lens,1914,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakno1pocket,camera,Kodak,Kodak No. 1 Pocket,コダック,Vintage film camera,その他・クラシックカメラ,120,MF,fixed,Fixed lens,1926,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakno2foldingautographicbrownie,camera,Kodak,Kodak No. 2 Folding Autographic Brownie,コダック,Medium-format folding camera,中判フォールディング,120,MF,fixed,Fixed lens,1915,,450,950,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakno2rainbowhawkeye,camera,Kodak,Kodak No. 2 Rainbow Hawk-Eye,コダック,Vintage film camera,その他・クラシックカメラ,120,MF,fixed,Fixed lens,1929,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakno2afoldingautographicbrownie,camera,Kodak,Kodak No. 2A Folding Autographic Brownie,コダック,Medium-format folding camera,中判フォールディング,120,MF,fixed,Fixed lens,1915,,450,950,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakno3aautographic,camera,Kodak,Kodak No. 3A Autographic,コダック,Large-format camera,大判カメラ,"A122 PICTURE SIZE: 3 1/4"" X 5 1/2""",MF,interchangeable,Fixed lens,1914,,1000,3000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,reinforced-xl,650,520,800
kodakkodakpony135,camera,Kodak,Kodak Pony 135,コダック,Vintage film camera,その他・クラシックカメラ,35mm,MF,interchangeable,,1950,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakpony135b,camera,Kodak,Kodak Pony 135 B,コダック,35mm compact MF,35mm MFコンパクト,35mm,MF,fixed,Fixed lens,1953,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakpony135c,camera,Kodak,Kodak Pony 135 C,コダック,Vintage film camera,その他・クラシックカメラ,35mm,MF,interchangeable,,1955,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakpony828,camera,Kodak,Kodak Pony 828,コダック,Vintage film camera,その他・クラシックカメラ,35mm,MF,interchangeable,,1949,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakretina80mmf4longarxenonc,lens,Kodak,Kodak Retina 80mm f/4 Longar-Xenon C,コダック,35mm manual-focus lens,35mm MFレンズ,35mm,MF,lens,,,,165,250,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,lens-small,210,165,260
kodakkodakretinaibtype018,camera,Kodak,Kodak Retina IB (type 018),コダック,35mm fixed-lens rangefinder,35mmレンジファインダー（固定レンズ）,35mm,MF,fixed,Fixed lens,1954,,330,680,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-heavy,320,260,390
kodakkodakretinaibtype19i,camera,Kodak,Kodak Retina IB (type 19 I),コダック,35mm fixed-lens rangefinder,35mmレンジファインダー（固定レンズ）,35mm,MF,fixed,Fixed lens,1957,,330,680,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-heavy,320,260,390
kodakkodakretinaiitype014,camera,Kodak,Kodak Retina II (type 014),コダック,35mm fixed-lens rangefinder,35mmレンジファインダー（固定レンズ）,35mm,MF,fixed,Fixed lens,1949,,330,680,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-heavy,320,260,390
kodakkodakretinaiitype142,camera,Kodak,Kodak Retina II (type 142),コダック,35mm fixed-lens rangefinder,35mmレンジファインダー（固定レンズ）,35mm,MF,fixed,Fixed lens,1937,,330,680,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-heavy,320,260,390
kodakkodakretinaiiatype016,camera,Kodak,Kodak Retina IIA (type 016),コダック,35mm fixed-lens rangefinder,35mmレンジファインダー（固定レンズ）,35mm,MF,fixed,Fixed lens,1951,,330,680,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-heavy,320,260,390
kodakkodakretinaiic020,camera,Kodak,Kodak Retina IIC (020),コダック,35mm fixed-lens rangefinder,35mmレンジファインダー（固定レンズ）,35mm,MF,fixed,Fixed lens,1954,,330,680,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-heavy,320,260,390
kodakkodakretinaiiftype047,camera,Kodak,Kodak Retina IIF (type 047),コダック,Vintage film camera,その他・クラシックカメラ,35mm,MF,interchangeable,,1964,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakretinaiiic,camera,Kodak,Kodak Retina IIIC,Retina IIIc | コダック | Kodak Retina IIIC (type 021 II) | Kodak Retina IIIC (type 028) | Kodak Retina IIIC (type 021 I),35mm fixed-lens rangefinder,35mmレンジファインダー（固定レンズ）,35mm,MF,fixed,Fixed lens,1958,680,680,680,with fixed lens,reference,B,compiled-specs,compact-heavy,320,260,390
kodakkodakretinareflexiii041,camera,Kodak,Kodak Retina Reflex III (041),コダック,Vintage film camera,その他・クラシックカメラ,35mm,MF,interchangeable,,1961,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakretinareflexiv051,camera,Kodak,Kodak Retina Reflex IV (051),コダック,Vintage film camera,その他・クラシックカメラ,35mm,MF,interchangeable,,1964,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakretinareflexs034,camera,Kodak,Kodak Retina Reflex S (034),コダック,Vintage film camera,その他・クラシックカメラ,35mm,MF,interchangeable,,1959,,350,1000,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,camera-large,460,380,560
kodakkodakretinettetype017,camera,Kodak,Kodak Retinette (type 017),コダック,35mm compact MF,35mm MFコンパクト,35mm,MF,fixed,Fixed lens,1952,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakretinettetype022,camera,Kodak,Kodak Retinette (type 022),コダック,35mm compact MF,35mm MFコンパクト,35mm,MF,fixed,Fixed lens,1954,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodakretinetteiibtype031,camera,Kodak,Kodak Retinette IIb (type 031),コダック,35mm compact MF,35mm MFコンパクト,35mm,MF,fixed,Fixed lens,1958,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
kodakkodaksix20browniespecial,camera,Kodak,Kodak Six-20 Brownie Special,コダック,35mm compact MF,35mm MFコンパクト,"620 PICTURE SIZE: 2 1/4"" X 3 1/4""",MF,fixed,Fixed lens,1938,,335,390,同ジャンルの既知機種からの推定範囲,genre-estimate,D,open-model-catalog,compact-standard,270,220,325
